dish,votes_list,borna,borda_normalized,dowall,dowall_normalized,condorcet_count
red spice chicken,[4, 5, 2, 2, 2, 3, 5, 5, 9, 9, 8, 1, 8, 8, 3, 2, 3, 6, 8, 1, 1, 1, 1, 1, 6, 8, 1, 2, 1, 1, 9, 9, 7, 13, 2, 1, 1, 8, 7, 8, 8, 1, 7, 2, 8, 5, 8, 9, 11, 5, 8, 9, 8, 4, 9, 2, 7, 8, 6, 2, 1, 4, 7, 10, 4, 4, 5, 1, 9, 11, 12, 1, 6, 12, 3, 8, 8, 8, 5, 13, 3, 13, 8, 5, 12, 4, 3, 13, 12, 8, 13, 9, 1, 9, 1, 2, 2, 12, 1, 3, 5, 8, 1, 8, 4, 13, 12, 2, 1, 7, 4, 12, 7, 12, 7, 1, 1],64.69230769230768,0.5529257067718605,40.96399156399157,0.350119586017022,7.0
honey mustard chicken,[8, 4, 4, 9, 3, 3, 9, 9, 2, 5, 7, 4, 10, 8, 9, 1, 7, 4, 2, 3, 3, 6, 2, 2, 3, 8, 9, 3, 8, 5, 5, 8, 4, 13, 10, 11, 2, 4, 7, 3, 6, 5, 6, 8, 6, 5, 6, 6, 7, 6, 11, 6, 8, 1, 9, 13, 9, 2, 10, 5, 3, 5, 3, 12, 13, 5, 2, 9, 4, 10, 10, 9, 3, 8, 12, 7, 7, 10, 10, 13, 13, 7, 6, 13, 4, 9, 4, 9, 12, 8, 8, 6, 3, 7, 3, 8, 8, 7, 9, 4, 9, 9, 5, 6, 11, 6, 5, 5, 4, 13, 9, 3],54.30769230769232,0.48489010989011,22.996903096903083,0.20532949193663466,3.0
chicken enchiladas,[2, 9, 4, 4, 6, 9, 2, 1, 1, 8, 13, 5, 7, 8, 5, 3, 2, 5, 4, 7, 3, 3, 4, 6, 6, 1, 6, 3, 1, 8, 7, 7, 12, 12, 9, 3, 2, 3, 1, 5, 7, 7, 6, 8, 7, 4, 3, 5, 7, 6, 10, 4, 8, 13, 3, 8, 13, 7, 10, 2, 13, 9, 8, 3, 2, 7, 9, 8, 1, 7, 8, 7, 1, 11, 7, 2, 1, 9, 6, 12, 11, 4, 13, 6, 2, 11, 2, 10, 10, 7, 5, 8, 9, 13, 7, 9, 3, 7, 2, 2, 9, 12, 3, 4, 7, 12, 9, 5, 8, 8, 11, 7, 3, 5, 9, 2],59.76923076923075,0.5152519893899202,29.8688256188256,0.25748987602435863,0.0
chicken from the grill,[9, 1, 9, 3, 3, 5, 1, 8, 6, 2, 5, 11, 6, 4, 3, 4, 4, 2, 8, 6, 4, 1, 1, 3, 5, 9, 6, 6, 7, 5, 5, 11, 9, 3, 5, 4, 3, 6, 8, 7, 6, 8, 5, 5, 6, 8, 7, 1, 9, 2, 3, 1, 6, 7, 10, 9, 3, 12, 13, 13, 3, 7, 10, 2, 9, 9, 8, 5, 8, 1, 6, 9, 7, 5, 10, 10, 1, 11, 8, 12, 7, 5, 4, 3, 4, 4, 9, 8, 3, 6, 7, 7, 11, 13, 4, 11, 4, 9, 9, 3, 11, 4, 8, 1, 4, 12, 6, 9, 7, 5, 6, 2, 4],59.6923076923077,0.5282505105513956,28.865906315906297,0.2554504983708522,4.0
chicken parmesan,[6, 3, 1, 1, 1, 3, 4, 4, 1, 1, 8, 7, 5, 2, 2, 3, 3, 2, 1, 9, 1, 3, 1, 1, 4, 3, 1, 4, 1, 7, 3, 2, 4, 1, 6, 1, 4, 1, 5, 2, 5, 3, 4, 4, 3, 4, 4, 1, 3, 5, 2, 5, 1, 9, 1, 7, 1, 6, 3, 10, 1, 1, 6, 4, 1, 2, 11, 4, 3, 10, 5, 3, 2, 2, 1, 12, 3, 6, 2, 4, 6, 7, 2, 9, 1, 5, 1, 7, 1, 3, 4, 9, 3, 3, 2, 1, 5, 2, 2, 2, 4, 2, 5, 2, 3, 3, 1, 7, 1, 1, 4, 1, 3, 3, 9, 7, 1, 2, 1, 6, 6, 2, 3, 3, 1],90.99999999999993,0.7279999999999994,59.354797979798036,0.4748383838383843,12.0
chicken nuggets,[2, 4, 4, 4, 5, 8, 6, 6, 4, 2, 9, 3, 3, 1, 4, 2, 3, 4, 5, 5, 3, 3, 2, 8, 1, 4, 5, 7, 6, 3, 3, 4, 6, 9, 8, 6, 1, 4, 3, 2, 2, 5, 2, 3, 4, 1, 1, 6, 4, 7, 8, 9, 2, 9, 4, 7, 5, 6, 2, 7, 5, 3, 8, 3, 5, 6, 7, 7, 1, 1, 5, 1, 2, 9, 3, 6, 5, 6, 5, 5, 9, 7, 9, 1, 3, 5, 12, 6, 3, 5, 13, 3, 6, 2, 3, 3, 6, 11, 3, 6, 5, 8, 3, 5, 3, 3, 3, 11, 8, 6, 4, 9, 2, 8, 8, 4, 4, 2],74.07692307692307,0.6277705345501955,35.639296814296806,0.3020279391042102,1.0
chicken tendies,[7, 2, 2, 2, 6, 2, 7, 4, 1, 3, 3, 2, 4, 1, 1, 1, 4, 2, 1, 2, 2, 2, 3, 3, 2, 4, 1, 3, 4, 1, 5, 3, 2, 5, 2, 4, 5, 3, 8, 1, 1, 3, 3, 3, 2, 3, 1, 3, 2, 2, 4, 3, 4, 3, 6, 4, 5, 2, 8, 4, 4, 1, 1, 2, 3, 5, 1, 6, 5, 8, 3, 6, 1, 1, 2, 2, 7, 2, 3, 3, 9, 3, 6, 5, 8, 4, 8, 1, 1, 10, 5, 1, 3, 7, 2, 9, 2, 5, 2, 4, 10, 3, 5, 1, 5, 6, 1, 1, 1, 6, 2, 8, 2, 7, 2, 10, 3, 9, 9, 13, 6, 2],86.69230769230758,0.7105926860025211,51.90231990231994,0.42542885165836014,10.0
general tso's chicken,[3, 5, 2, 7, 4, 4, 1, 5, 6, 7, 2, 6, 6, 3, 7, 6, 3, 7, 1, 1, 7, 7, 8, 2, 2, 2, 9, 2, 5, 9, 4, 4, 8, 9, 10, 7, 6, 10, 7, 1, 2, 2, 1, 1, 4, 1, 7, 2, 7, 4, 8, 8, 8, 2, 4, 5, 9, 5, 1, 5, 8, 11, 8, 4, 1, 9, 5, 9, 7, 1, 4, 1, 6, 2, 13, 8, 1, 6, 4, 1, 4, 8, 7, 9, 2, 13, 9, 6, 7, 12, 4, 11, 8, 1, 10, 1, 1, 12, 6, 4, 6, 4, 4, 4, 6, 2, 2, 6, 10, 10, 3, 3, 3, 7, 10, 8, 6, 2, 5, 1],70.99999999999999,0.5916666666666666,39.63288655788656,0.3302740546490546,8.0
popcorn chicken,[5, 3, 1, 1, 4, 7, 5, 3, 1, 5, 1, 1, 5, 5, 2, 2, 1, 2, 2, 7, 2, 1, 4, 5, 1, 2, 1, 2, 1, 4, 3, 1, 3, 5, 4, 2, 2, 2, 1, 5, 4, 3, 5, 2, 6, 1, 6, 2, 1, 4, 5, 2, 3, 1, 1, 3, 4, 6, 4, 1, 2, 2, 4, 11, 6, 6, 3, 10, 1, 4, 2, 11, 2, 1, 2, 6, 3, 7, 7, 1, 4, 5, 5, 3, 3, 2, 2, 7, 7, 1, 2, 2, 5, 7, 1, 8, 5, 2, 1, 9, 11, 12, 9, 1],74.5384615384615,0.7167159763313606,47.519949494949536,0.4569225912975917,11.0
butter chicken,[8, 9, 1, 9, 9, 3, 3, 5, 3, 2, 6, 2, 4, 2, 4, 4, 5, 7, 3, 7, 6, 5, 5, 5, 7, 6, 2, 10, 7, 1, 4, 12, 12, 2, 13, 9, 12, 1, 2, 6, 12, 8, 12, 1, 9, 9, 5, 5, 5, 5, 13, 5, 13, 6, 13, 1, 5, 13, 1, 3, 3, 7, 6, 6, 8, 2, 12, 9, 1, 10, 12, 6, 7, 1, 5, 3, 5, 10, 4, 1, 11, 7, 9, 1, 1, 9, 3],46.538461538461526,0.5349248452696728,26.0838578088578,0.2998144575730782,5.0
spicy chicken with chiles,[1, 8, 3, 3, 8, 9, 6, 9, 1, 3, 4, 4, 7, 7, 6, 7, 9, 8, 11, 12, 10, 9, 7, 9, 11, 6, 7, 13, 12, 11, 3, 3, 7, 13, 11, 6, 8, 4, 9, 9, 8, 13, 5, 10, 13, 12, 6, 4, 12, 11, 13, 8, 7, 2, 12, 11, 4, 7, 11, 10, 8, 13, 10, 10, 6, 5, 4, 4, 13, 4, 12, 8, 6, 4, 8, 9, 3],30.846153846153843,0.4005994005994006,13.648237873237871,0.17724984250958276,0.0
fried buttermilk chicken,[2, 8, 6, 9, 4, 4, 7, 1, 1, 7, 3, 1, 1, 4, 4, 2, 5, 5, 6, 6, 8, 8, 7, 8, 4, 6, 11, 7, 5, 4, 9, 3, 4, 10, 10, 2, 11, 3, 4, 4, 9, 9, 4, 2, 9, 8, 2, 3, 2, 3, 2, 6, 13, 2, 13, 1, 1, 8, 2, 5, 11, 6, 6, 10, 8, 4, 3, 9, 8, 13, 2, 10, 1, 1, 1, 6, 11, 9, 9, 3, 4, 9, 7, 11, 9, 1],48.3076923076923,0.5617173524150267,26.377378177378173,0.3067136997369555,3.0
brunch chicken stuffed with broccoli,[7, 6, 3, 9, 2, 2, 2, 7, 1, 4, 1, 1, 1, 1, 1, 6, 1, 2, 3, 3, 2, 13, 7, 3, 7, 2, 1, 1, 7, 3, 3, 4, 10, 13, 11, 1, 2, 1, 6, 5, 5, 9, 3, 1, 3, 9, 1, 1, 10, 1, 2, 2, 6, 7, 1, 9, 8, 2, 1, 1, 5, 4, 1, 1, 8, 1, 13, 12, 1, 1, 9, 11, 1, 13, 1, 7, 2, 6, 13, 13, 13, 4, 10, 10, 7, 1],54.07692307692306,0.6288014311270124,39.75202575202578,0.46223285758169513,5.0
